1,1
2,1.003
3,1.006009
4,1.009027027
5,1.012054108
6,1.01509027
7,1.018135541
8,1.021189948
9,1.024253518
10,1.027326278
11,1.030408257
12,1.033499482
13,1.03659998
14,1.03970978
15,1.04282891
16,1.045957396
17,1.049095268
18,1.052242554
19,1.055399282
20,1.05856548
21,1.061741176
22,1.0649264
23,1.068121179
24,1.071325543
25,1.074539519
26,1.077763138
27,1.080996427
28,1.084239416
29,1.087492135
30,1.090754611
31,1.094026875
32,1.097308955
33,1.100600882
34,1.103902685
35,1.107214393
36,1.110536036
37,1.113867644
38,1.117209247
39,1.120560875
40,1.123922558
41,1.127294325
42,1.130676208
43,1.134068237
44,1.137470442
45,1.140882853
46,1.144305502
47,1.147738418
48,1.151181633
49,1.154635178
50,1.158099084
51,1.161573381
52,1.165058101
53,1.168553275
54,1.172058935
55,1.175575112
56,1.179101837
57,1.182639143
58,1.18618706
59,1.189745622
60,1.193314858
61,1.196894803
62,1.200485487
63,1.204086944
64,1.207699205
65,1.211322302
66,1.214956269
67,1.218601138
68,1.222256941
69,1.225923712
70,1.229601483
71,1.233290288
72,1.236990159
73,1.240701129
74,1.244423233
75,1.248156502
76,1.251900972
77,1.255656675
78,1.259423645
79,1.263201916
80,1.266991521
81,1.270792496
82,1.274604873
83,1.278428688
84,1.282263974
85,1.286110766
86,1.289969098
87,1.293839006
88,1.297720523
89,1.301613684
90,1.305518525
91,1.309435081
92,1.313363386
93,1.317303476
94,1.321255387
95,1.325219153
96,1.32919481
97,1.333182395
98,1.337181942
99,1.341193488
100,1.345217068
101,1.349252719
102,1.353300478
103,1.357360379
104,1.36143246
105,1.365516757
106,1.369613308
107,1.373722148
108,1.377843314
109,1.381976844
110,1.386122775
111,1.390281143
112,1.394451986
113,1.398635342
114,1.402831248
115,1.407039742
116,1.411260861
117,1.415494644
118,1.419741128
119,1.424000351
120,1.428272352
121,1.432557169
122,1.436854841
123,1.441165405
124,1.445488902
125,1.449825368
126,1.454174844
127,1.458537369
128,1.462912981
129,1.46730172
130,1.471703625
131,1.476118736
132,1.480547092
133,1.484988733
134,1.4894437
135,1.493912031
136,1.498393767
137,1.502888948
138,1.507397615
139,1.511919808
140,1.516455567
141,1.521004934
142,1.525567949
143,1.530144653
144,1.534735087
145,1.539339292
146,1.54395731
147,1.548589182
148,1.553234949
149,1.557894654
150,1.562568338
151,1.567256043
152,1.571957811
153,1.576673685
154,1.581403706
155,1.586147917
156,1.59090636
157,1.59567908
158,1.600466117
159,1.605267515
160,1.610083318
161,1.614913568
162,1.619758308
163,1.624617583
164,1.629491436
165,1.63437991
166,1.63928305
167,1.644200899
168,1.649133502
169,1.654080902
170,1.659043145
171,1.664020275
172,1.669012335
173,1.674019372
174,1.679041431
175,1.684078555
176,1.68913079
177,1.694198183
178,1.699280777
179,1.70437862
180,1.709491756
181,1.714620231
182,1.719764092
183,1.724923384
184,1.730098154
185,1.735288448
186,1.740494314
187,1.745715797
188,1.750952944
189,1.756205803
190,1.76147442
191,1.766758844
192,1.77205912
193,1.777375298
194,1.782707423
195,1.788055546
196,1.793419712
197,1.798799971
198,1.804196371
199,1.80960896
200,1.815037787
201,1.820482901
202,1.825944349
203,1.831422182
204,1.836916449
205,1.842427198
206,1.84795448
207,1.853498343
208,1.859058838
209,1.864636015
210,1.870229923
211,1.875840613
212,1.881468135
213,1.887112539
214,1.892773877
215,1.898452198
216,1.904147555
217,1.909859998
218,1.915589577
219,1.921336346
220,1.927100355
221,1.932881656
222,1.938680301
223,1.944496342
224,1.950329831
225,1.956180821
226,1.962049363
227,1.967935511
228,1.973839318
229,1.979760836
230,1.985700118
231,1.991657219
232,1.99763219
233,2.003625087
234,2.009635962
235,2.01566487
236,2.021711865
237,2.027777
238,2.033860331
239,2.039961912
240,2.046081798
241,2.052220043
242,2.058376703
243,2.064551834
244,2.070745489
245,2.076957726
246,2.083188599
247,2.089438165
248,2.095706479
249,2.101993598
250,2.108299579
251,2.114624478
252,2.120968351
253,2.127331256
254,2.13371325
255,2.14011439
256,2.146534733
257,2.152974337
258,2.15943326
259,2.16591156
260,2.172409295
261,2.178926523
262,2.185463302
263,2.192019692
264,2.198595751
265,2.205191539
266,2.211807113
267,2.218442534
268,2.225097862
269,2.231773156
270,2.238468475
271,2.245183881
272,2.251919432
273,2.25867519
274,2.265451216
275,2.27224757
276,2.279064312
277,2.285901505
278,2.29275921
279,2.299637488
280,2.3065364
281,2.313456009
282,2.320396377
283,2.327357566
284,2.334339639
285,2.341342658
286,2.348366686
287,2.355411786
288,2.362478021
289,2.369565455
290,2.376674152
291,2.383804174
292,2.390955587
293,2.398128453
294,2.405322839
295,2.412538807
296,2.419776424
297,2.427035753
298,2.43431686
299,2.441619811
300,2.44894467
301,2.456291504
302,2.463660379
303,2.47105136
304,2.478464514
305,2.485899908
306,2.493357607
307,2.50083768
308,2.508340193
309,2.515865214
310,2.523412809
311,2.530983048
312,2.538575997
313,2.546191725
314,2.5538303
315,2.561491791
316,2.569176266
317,2.576883795
318,2.584614447
319,2.59236829
320,2.600145395
321,2.607945831
322,2.615769669
323,2.623616978
324,2.631487828
325,2.639382292
326,2.647300439
327,2.65524234
328,2.663208067
329,2.671197691
330,2.679211284
331,2.687248918
332,2.695310665
333,2.703396597
334,2.711506787
335,2.719641307
336,2.727800231
337,2.735983632
338,2.744191583
339,2.752424157
340,2.76068143
341,2.768963474
342,2.777270365
343,2.785602176
344,2.793958982
345,2.802340859
346,2.810747882
347,2.819180125
348,2.827637666
349,2.836120579
350,2.844628941
351,2.853162827
352,2.861722316
353,2.870307483
354,2.878918405
355,2.88755516
356,2.896217826
357,2.904906479
358,2.913621199
359,2.922362062
360,2.931129149
361,2.939922536
362,2.948742304
363,2.957588531
364,2.966461296
365,2.97536068
366,2.984286762
367,2.993239622
368,3.002219341
369,3.011225999
370,3.020259677
371,3.029320456
372,3.038408418
373,3.047523643
374,3.056666214
375,3.065836213
376,3.075033721
377,3.084258822
378,3.093511599
379,3.102792134
380,3.11210051
381,3.121436812
382,3.130801122
383,3.140193525
384,3.149614106
385,3.159062948
386,3.168540137
387,3.178045757
388,3.187579895
389,3.197142634
390,3.206734062
391,3.216354264
392,3.226003327
393,3.235681337
394,3.245388381
395,3.255124546
396,3.26488992
397,3.27468459
398,3.284508644
399,3.29436217
400,3.304245256
401,3.314157992
402,3.324100466
403,3.334072767
404,3.344074985
405,3.35410721
406,3.364169532
407,3.374262041
408,3.384384827
409,3.394537981
410,3.404721595
411,3.41493576
412,3.425180567
413,3.435456109
414,3.445762477
415,3.456099765
416,3.466468064
417,3.476867468
418,3.487298071
419,3.497759965
420,3.508253245
421,3.518778004
422,3.529334338
423,3.539922341
424,3.550542109
425,3.561193735
426,3.571877316
427,3.582592948
428,3.593340727
429,3.604120749
430,3.614933111
431,3.625777911
432,3.636655244
433,3.64756521
434,3.658507906
435,3.669483429
436,3.68049188
437,3.691533355
438,3.702607955
439,3.713715779
440,3.724856927
441,3.736031497
442,3.747239592
443,3.758481311
444,3.769756755
445,3.781066025
446,3.792409223
447,3.803786451
448,3.81519781
449,3.826643403
450,3.838123334
451,3.849637704
452,3.861186617
453,3.872770177
454,3.884388487
455,3.896041653
456,3.907729778
457,3.919452967
458,3.931211326
459,3.94300496
460,3.954833975
461,3.966698477
462,3.978598572
463,3.990534368
464,4.002505971
465,4.014513489
466,4.026557029
467,4.0386367
468,4.05075261
469,4.062904868
470,4.075093583
471,4.087318864
472,4.09958082
473,4.111879563
474,4.124215201
475,4.136587847
476,4.14899761
477,4.161444603
478,4.173928937
479,4.186450724
480,4.199010076
481,4.211607106
482,4.224241928
483,4.236914653
484,4.249625397
485,4.262374274
486,4.275161396
487,4.287986881
488,4.300850841
489,4.313753394
490,4.326694654
491,4.339674738
492,4.352693762
493,4.365751843
494,4.378849099
495,4.391985646
496,4.405161603
497,4.418377088
498,4.431632219
499,4.444927116
500,4.458261897
501,4.471636683
502,4.485051593
503,4.498506748
504,4.512002268
505,4.525538275
506,4.53911489
507,4.552732234
508,4.566390431
509,4.580089602
510,4.593829871
511,4.607611361
512,4.621434195
513,4.635298497
514,4.649204393
515,4.663152006
516,4.677141462
517,4.691172886
518,4.705246405
519,4.719362144
520,4.733520231
521,4.747720791
522,4.761963954
523,4.776249846
524,4.790578595
525,4.804950331
526,4.819365182
527,4.833823277
528,4.848324747
529,4.862869722
530,4.877458331
531,4.892090706
532,4.906766978
533,4.921487279
534,4.936251741
535,4.951060496
536,4.965913677
537,4.980811418
538,4.995753853
539,5.010741114
540,5.025773337
541,5.040850657
542,5.055973209
543,5.071141129
544,5.086354552
545,5.101613616
546,5.116918457
547,5.132269212
548,5.14766602
549,5.163109018
550,5.178598345
551,5.19413414
552,5.209716543
553,5.225345692
554,5.241021729
555,5.256744794
556,5.272515029
557,5.288332574
558,5.304197572
559,5.320110164
560,5.336070495
561,5.352078706
562,5.368134942
563,5.384239347
564,5.400392065
565,5.416593242
566,5.432843021
567,5.44914155
568,5.465488975
569,5.481885442
570,5.498331098
571,5.514826092
572,5.53137057
573,5.547964682
574,5.564608576
575,5.581302401
576,5.598046308
577,5.614840447
578,5.631684969
579,5.648580024
580,5.665525764
581,5.682522341
582,5.699569908
583,5.716668618
584,5.733818624
585,5.751020079
586,5.76827314
587,5.785577959
588,5.802934693
589,5.820343497
590,5.837804528
591,5.855317941
592,5.872883895
593,5.890502547
594,5.908174054
595,5.925898576
596,5.943676272
597,5.961507301
598,5.979391823
599,5.997329998
600,6.015321988
601,6.033367954
602,6.051468058
603,6.069622462
604,6.08783133
605,6.106094824
606,6.124413108
607,6.142786348
608,6.161214707
609,6.179698351
610,6.198237446
611,6.216832158
612,6.235482655
613,6.254189103
614,6.27295167
615,6.291770525
616,6.310645836
617,6.329577774
618,6.348566507
619,6.367612207
620,6.386715043
621,6.405875189
622,6.425092814
623,6.444368093
624,6.463701197
625,6.4830923
626,6.502541577
627,6.522049202
628,6.54161535
629,6.561240196
630,6.580923916
631,6.600666688
632,6.620468688
633,6.640330094
634,6.660251084
635,6.680231838
636,6.700272533
637,6.720373351
638,6.740534471
639,6.760756074
640,6.781038343
641,6.801381458
642,6.821785602
643,6.842250959
644,6.862777712
645,6.883366045
646,6.904016143
647,6.924728191
648,6.945502376
649,6.966338883
650,6.9872379
651,7.008199613
652,7.029224212
653,7.050311885
654,7.07146282
655,7.092677209
656,7.113955241
657,7.135297106
658,7.156702998
659,7.178173107
660,7.199707626
661,7.221306749
662,7.242970669
663,7.264699581
664,7.28649368
665,7.308353161
666,7.33027822
667,7.352269055
668,7.374325862
669,7.39644884
670,7.418638186
671,7.440894101
672,7.463216783
673,7.485606433
674,7.508063253
675,7.530587443
676,7.553179205
677,7.575838742
678,7.598566259
679,7.621361957
680,7.644226043
681,7.667158721
682,7.690160198
683,7.713230678
684,7.73637037
685,7.759579481
686,7.78285822
687,7.806206794
688,7.829625415
689,7.853114291
690,7.876673634
691,7.900303655
692,7.924004566
693,7.94777658
694,7.971619909
695,7.995534769
696,8.019521373
697,8.043579937
698,8.067710677
699,8.091913809
700,8.116189551
701,8.140538119
702,8.164959734
703,8.189454613
704,8.214022977
705,8.238665046
706,8.263381041
707,8.288171184
708,8.313035697
709,8.337974805
710,8.362988729
711,8.388077695
712,8.413241928
713,8.438481654
714,8.463797099
715,8.48918849
716,8.514656056
717,8.540200024
718,8.565820624
719,8.591518086
720,8.61729264
721,8.643144518
722,8.669073952
723,8.695081173
724,8.721166417
725,8.747329916
726,8.773571906
727,8.799892622
728,8.8262923
729,8.852771176
730,8.87932949
731,8.905967478
732,8.932685381
733,8.959483437
734,8.986361887
735,9.013320973
736,9.040360936
737,9.067482019
738,9.094684465
739,9.121968518
740,9.149334424
741,9.176782427
742,9.204312774
743,9.231925713
744,9.25962149
745,9.287400354
746,9.315262555
747,9.343208343
748,9.371237968
749,9.399351682
750,9.427549737
751,9.455832386
752,9.484199883
753,9.512652483
754,9.54119044
755,9.569814012
756,9.598523454
757,9.627319024
758,9.656200981
759,9.685169584
760,9.714225093
761,9.743367768
762,9.772597872
763,9.801915665
764,9.831321412
765,9.860815376
766,9.890397822
767,9.920069016
768,9.949829223
769,9.979678711
770,10.00961775
771,10.0396466
772,10.06976554
